medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
2013003438,2013003434,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,2,550,2.3,-73.952309,40.777138,-73.975342,40.75256
2013003439,2013003435,CMT,1,N,1/1/2013 0:12,1/1/2013 0:25,1,810,3,-73.973427,40.747013,-74.004303,40.72192
2013003440,2013003436,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,571,1.6,-74.002678,40.749908,-73.988846,40.737366
2013000562,2013000560,CMT,1,N,1/1/2013 0:12,1/1/2013 0:34,2,1336,5.2,-73.952782,40.791897,-73.989883,40.732738
2013003441,2013003437,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,523,1.7,-73.989632,40.729794,-73.977089,40.751987
2013003442,2013003438,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,1,652,3.2,-73.990929,40.73444,-73.960587,40.764771
2013003443,2013003439,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,2,885,2.2,-73.976662,40.727184,-73.991142,40.748779
2013000332,2013000332,CMT,1,N,1/1/2013 0:12,1/1/2013 0:31,2,1136,7.5,-74.013756,40.7024,-73.963531,40.775021
2013003444,2013003440,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,1,1064,5,-73.986633,40.76667,-74.014664,40.709866
2013003445,2013003441,CMT,1,N,1/1/2013 0:12,1/1/2013 0:15,1,190,0.5,-73.974678,40.750992,-73.976036,40.74456
2013003446,2013003442,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,1,606,2.1,-73.963776,40.765331,-73.983475,40.743874
2013003447,2013003443,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,1,603,1.9,-73.989388,40.719082,-73.981102,40.741795
2013003448,2013003444,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,243,0.8,-73.96299,40.794094,-73.974236,40.79327
2013003449,2013003445,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,565,4.6,-74.010185,40.705196,-73.977852,40.745716
2013003450,2013003446,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,357,1.4,-74.002022,40.745739,-74.000702,40.728886
2013003451,2013003447,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,2,616,1.6,-73.972229,40.760777,-73.975388,40.777046
2013000542,2013000540,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,2,160,0.8,-73.979645,40.723022,-73.982399,40.731339
2013003452,2013003448,CMT,1,N,1/1/2013 0:12,1/1/2013 0:13,1,108,1.8,-73.978401,40.759933,-73.978569,40.760132
2013003453,2013003449,CMT,1,Y,1/1/2013 0:12,1/1/2013 0:18,1,395,2.3,0,0,0,0
2013003454,2013003450,CMT,1,N,1/1/2013 0:12,1/1/2013 0:42,4,1804,3,-73.994629,40.760761,0,0
2013003455,2013003451,CMT,1,N,1/1/2013 0:12,1/1/2013 1:29,1,4642,0.1,-73.98848,40.731705,-74.003349,40.758839
2013003456,2013003452,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,1,417,1.7,-73.960144,40.781956,-73.960152,40.762852
2013003457,2013003453,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,586,1.7,-73.98336,40.744465,-73.966362,40.7556
2013003458,2013003454,CMT,1,N,1/1/2013 0:12,1/1/2013 0:25,1,820,3.3,-73.963852,40.76545,-73.967743,40.802048
2013003459,2013003455,CMT,1,N,1/1/2013 0:12,1/1/2013 0:31,2,1171,6.1,-73.979774,40.746231,-73.911621,40.775368
2013003460,2013003456,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,1,615,1.7,-73.983368,40.752922,-74.002365,40.750374
2013003461,2013003457,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,2,677,3.3,-73.971512,40.763157,-73.957336,40.742702
2013003462,2013003458,CMT,1,N,1/1/2013 0:12,1/1/2013 0:34,2,1332,5.3,-73.976563,40.764149,-73.998276,40.716915
2013003463,2013003459,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,2,586,2.5,-73.879112,40.725048,-73.902092,40.74707
2013003464,2013003460,CMT,1,N,1/1/2013 0:12,1/1/2013 0:56,1,2658,3.4,-73.974693,40.778225,-73.988426,40.748623
2013000720,2013000717,CMT,1,N,1/1/2013 0:12,1/1/2013 0:37,1,1489,4.3,-73.953873,40.766804,-74.000076,40.743095
2013000186,2013000186,CMT,1,N,1/1/2013 0:12,1/1/2013 0:24,1,707,1.9,-73.982079,40.768902,-73.968781,40.790909
2013001591,2013001588,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,339,2.4,-73.95591,40.767967,-73.936462,40.797356
2013003465,2013003461,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,1,864,3.6,-73.982422,40.769138,-74.008148,40.738178
2013003466,2013003462,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,2,310,1,-73.978256,40.751614,-73.988708,40.73946
2013003467,2013003463,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,530,2.5,-73.97718,40.759026,-73.946182,40.750191
2013003468,2013003464,CMT,1,N,1/1/2013 0:12,1/1/2013 0:30,1,1075,2.9,-73.991447,40.76017,-73.998558,40.724808
2013003469,2013003465,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,3,575,7.1,-73.947136,40.780964,-74.004738,40.708374
2013003470,2013003466,CMT,1,N,1/1/2013 0:12,1/1/2013 0:25,3,767,1.6,-73.975647,40.686947,-73.989693,40.701897
2013003471,2013003467,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,3,594,0.7,-73.980591,40.754089,-73.973434,40.755451
2013003472,2013003468,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,4,151,0.6,-73.98764,40.719395,-73.985527,40.72736
2013003473,2013003469,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,2,663,2.7,0,0,0,0
2013003474,2013003470,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,2,655,2.1,-73.995384,40.7439,-73.995995,40.720291
2013000964,2013000961,CMT,1,Y,1/1/2013 0:12,1/1/2013 1:26,1,4481,10.9,-73.966698,40.756584,-73.909996,40.769699
2013003475,2013003471,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,262,0.7,-73.959831,40.771202,-73.951683,40.775326
2013003476,2013003472,CMT,1,N,1/1/2013 0:12,1/1/2013 0:24,1,758,2.5,0,0,0,0
2013003477,2013003473,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,4,611,1.7,-73.987869,40.733757,-73.992088,40.717644
2013003478,2013003474,CMT,1,N,1/1/2013 0:12,1/1/2013 0:45,3,1998,8.3,-73.962379,40.763046,-73.951218,40.804386
2013003479,2013003475,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,1,837,2.3,-73.993431,40.721622,-73.989235,40.74794
2013001614,2013001611,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,244,1.1,-73.970245,40.793968,-73.951523,40.786064
2013000065,2013000065,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,1,1035,3.6,-74.006264,40.739746,-74.004356,40.707073
2013003480,2013003476,CMT,1,N,1/1/2013 0:12,1/1/2013 0:37,1,1520,9.8,-73.971146,40.798298,-73.972572,40.685921
2013001999,2013001996,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,1,156,0.9,-73.976341,40.765812,-73.97271,40.756233
2013003481,2013003477,CMT,1,N,1/1/2013 0:12,1/1/2013 0:15,1,179,0.6,-73.966499,40.804802,-73.971382,40.795486
2013003482,2013003478,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,1,109,0.3,-73.991325,40.726959,-73.986565,40.725914
2013003483,2013003479,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,3,257,0.8,-73.991928,40.726315,-74.002335,40.729305
2013003484,2013003480,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,1,417,1.8,-73.997849,40.720692,-74.005722,40.740196
2013003485,2013003481,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,222,0.8,-73.949249,40.714092,-73.961716,40.710876
2013003486,2013003482,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,674,4.8,-73.99044,40.718903,-73.949486,40.779476
2013003487,2013003483,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,297,0.7,-73.992477,40.724621,-74.001656,40.729401
2013003488,2013003484,CMT,1,N,1/1/2013 0:12,1/1/2013 1:14,1,3706,0.5,-74.000603,40.729965,-73.969398,40.76321
2013003489,2013003485,CMT,1,N,1/1/2013 0:12,1/1/2013 0:36,1,1427,6.8,-73.968048,40.80072,-73.991035,40.731506
2013000225,2013000225,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,495,1.6,-73.956963,40.774403,-73.976334,40.788357
2013003490,2013003486,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,2,244,1,-73.973091,40.762661,-73.965851,40.771168
2013003491,2013003487,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,1,824,5.7,-73.950699,40.771206,-73.997375,40.728741
2013001581,2013001578,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,1,848,4.6,-73.956802,40.774738,-73.984238,40.728947
2013003492,2013003488,CMT,1,N,1/1/2013 0:12,1/1/2013 0:38,1,1571,7.3,-73.981422,40.780464,-73.909569,40.769985
2013000358,2013000358,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,1,402,1.2,-74.000427,40.728825,-73.987808,40.738247
2013001915,2013001912,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,2,366,2.4,-73.9412,40.799175,-73.953918,40.77063
2013003493,2013003489,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,494,2,-73.969193,40.800934,-73.981163,40.776703
2013003494,2013003490,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,1,889,1.5,-73.97393,40.762753,-73.978424,40.745777
2013003495,2013003491,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,1,916,2.2,-74.005859,40.740227,-73.977837,40.751884
2013001610,2013001607,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,4,278,1.2,-73.986397,40.766586,-74.002792,40.760605
2013003496,2013003492,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,3,557,2.4,-73.975662,40.786839,-73.949188,40.802525
2013003497,2013003493,CMT,1,N,1/1/2013 0:12,1/1/2013 0:25,3,774,1.7,-73.970055,40.757877,-73.99144,40.750305
2013003498,2013003494,CMT,1,N,1/1/2013 0:12,1/1/2013 0:24,1,729,1.9,-73.980125,40.754368,-73.962029,40.757908
2013003499,2013003495,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,687,2.1,-73.98201,40.770603,-73.959221,40.774994
2013000527,2013000525,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,2,1042,3.5,-73.977509,40.787281,-73.98114,40.749802
2013003500,2013003496,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,3,497,1.4,-73.991867,40.72596,-73.980812,40.744366
2013003501,2013003497,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,478,1.1,-73.989525,40.744835,-73.975677,40.744652
2013003502,2013003498,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,295,0.7,-73.982582,40.742493,-73.976166,40.744808
2013003503,2013003499,CMT,1,N,1/1/2013 0:12,1/1/2013 0:30,2,1055,2.7,-73.987808,40.732357,-73.965561,40.75465
2013003504,2013003500,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,685,2.9,-73.927933,40.70425,-73.962067,40.68428
2013003505,2013003501,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,2,875,3.7,-73.988091,40.764847,-73.949875,40.777039
2013003506,2013003502,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,1,628,2,-74.001862,40.740623,-73.995575,40.764179
2013003507,2013003503,CMT,1,N,1/1/2013 0:12,1/1/2013 0:39,1,1600,6.3,-73.988266,40.748211,-73.929337,40.702724
2013003508,2013003504,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,2,326,2,-73.953506,40.791012,-73.98037,40.787392
2013003509,2013003505,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,530,1.2,-73.980324,40.754547,-73.993767,40.745857
2013003510,2013003506,CMT,1,N,1/1/2013 0:12,1/1/2013 0:33,1,1279,5,-73.992432,40.758835,-74.009239,40.706696
2013003511,2013003507,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,2,114,0.5,-73.971245,40.756039,-73.971939,40.749622
2013003512,2013003508,CMT,1,N,1/1/2013 0:12,1/1/2013 0:32,1,1180,5.9,-73.996559,40.763264,-73.998512,40.693481
2013003513,2013003509,CMT,1,N,1/1/2013 0:12,1/1/2013 0:40,3,1686,15.4,-73.996445,40.744358,-73.829124,40.697498
2013003514,2013003510,CMT,1,N,1/1/2013 0:12,1/1/2013 0:30,1,1083,5.9,-73.979088,40.728096,-73.919762,40.737976
2013003515,2013003511,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,2,1006,3.2,-73.970032,40.763908,-73.995514,40.726913
2013003516,2013003512,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,2,645,3.1,-73.977875,40.74905,-73.952194,40.786495
2013003517,2013003513,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,2,420,0.9,-73.990417,40.737152,-73.988937,40.748184
2013003518,2013003514,CMT,1,N,1/1/2013 0:12,1/1/2013 0:15,2,191,0.7,-73.984795,40.745293,-73.987686,40.738567
2013003519,2013003515,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,2,418,1.5,-73.96701,40.772659,-73.97345,40.755367
2013003520,2013003516,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,242,0.6,-73.9972,40.728931,-73.9981,40.735798
2013003521,2013003517,CMT,1,N,1/1/2013 0:12,1/1/2013 0:33,1,1230,3.1,0,0,0,0
2013003522,2013003518,CMT,1,N,1/1/2013 0:12,1/1/2013 0:40,1,1693,3.3,-73.981956,40.74033,-73.978668,40.777447
2013003523,2013003519,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,3,508,2.9,-73.960487,40.766216,-73.987259,40.729313
2013003524,2013003520,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,221,1,-73.982025,40.776535,-73.978737,40.789253
2013003525,2013003521,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,373,1.1,-74.003212,40.741634,-73.992058,40.754345
2013003526,2013003522,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,2,508,1.5,-73.993233,40.720173,-73.978271,40.729469
2013003527,2013003523,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,3,404,2.1,-73.971176,40.755203,-73.980614,40.730473
2013000334,2013000334,CMT,1,N,1/1/2013 0:12,1/1/2013 0:30,1,1067,3,-74.005836,40.735832,-73.972076,40.763077
2013003528,2013003524,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,2,290,0.5,-73.982773,40.772167,-73.987907,40.7649
2013003529,2013003525,CMT,1,N,1/1/2013 0:12,1/1/2013 0:35,1,1382,5.5,-73.984093,40.721146,-73.956337,40.662785
2013003530,2013003526,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,2,997,2.4,-73.988701,40.748543,-73.988434,40.774902
2013003531,2013003527,CMT,1,N,1/1/2013 0:12,1/1/2013 0:51,2,2312,8.6,-73.986053,40.76379,-73.866722,40.767742
2013003532,2013003528,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,2,478,2.6,-73.988091,40.734535,-73.962189,40.75959
2013003533,2013003529,CMT,1,N,1/1/2013 0:12,1/1/2013 0:43,1,1847,4.8,-73.987663,40.765224,-73.985374,40.721828
2013003534,2013003530,CMT,1,N,1/1/2013 0:12,1/1/2013 0:39,2,1635,3.7,-73.952026,40.777256,-73.992401,40.758793
2013003535,2013003531,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,684,2.7,-73.982437,40.745785,-73.998268,40.713547
2013003536,2013003532,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,236,0.8,-73.990646,40.736645,-73.989265,40.730797
2013003537,2013003533,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,269,0.8,-73.992439,40.734577,-73.992851,40.742825
2013000317,2013000317,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,491,1.9,-73.933914,40.715542,-73.961098,40.718891
2013003538,2013003534,CMT,4,N,1/1/2013 0:12,1/1/2013 0:19,2,415,1.6,-73.996727,40.744572,-74.002838,40.760502
2013003539,2013003535,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,255,1.2,-74.007416,40.743156,-73.987305,40.739674
2013003540,2013003536,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,646,2,-73.976051,40.776028,-73.947281,40.771816
2013003541,2013003537,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,214,0.4,-73.980797,40.774868,-73.987114,40.776196
2013003542,2013003538,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,628,2.1,-73.989822,40.73772,-73.969879,40.762726
2013003543,2013003539,CMT,1,N,1/1/2013 0:12,1/1/2013 0:28,1,959,5,-74.001038,40.741741,-73.970284,40.794327
2013003544,2013003540,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,2,305,1.3,-74.003044,40.749214,-73.990913,40.76606
2013003545,2013003541,CMT,1,Y,1/1/2013 0:12,1/1/2013 0:18,1,373,1.1,-73.982292,40.731941,-73.979111,40.725006
2013003546,2013003542,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,3,905,2.6,-73.952415,40.824039,-73.969864,40.790401
2013003547,2013003543,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,362,1.3,-73.956612,40.817467,-73.944717,40.815739
2013003548,2013003544,CMT,1,N,1/1/2013 0:12,1/1/2013 0:30,1,1058,9.1,-73.979416,40.765331,-73.919235,40.87104
2013003549,2013003545,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,462,2.3,-73.976273,40.78614,-73.954788,40.803303
2013001680,2013001677,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,360,1.4,-73.950615,40.77132,-73.953667,40.784622
2013003550,2013003546,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,1,425,0.8,-74.007568,40.740864,-73.998642,40.737305
2013003551,2013003547,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,1,1003,4,-74.004929,40.718788,-73.968918,40.764095
2013003552,2013003548,CMT,1,N,1/1/2013 0:12,1/1/2013 0:41,1,1722,5.3,-73.991081,40.767563,-73.985886,40.726723
2013003553,2013003549,CMT,1,N,1/1/2013 0:12,1/1/2013 0:52,2,2402,9.2,-73.992317,40.758598,-73.910484,40.769295
2013003554,2013003550,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,305,1,-73.983215,40.750484,-73.979523,40.739983
2013003555,2013003551,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,362,1.9,-73.969055,40.754387,-73.98745,40.732498
2013003556,2013003552,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,3,892,4.5,-73.960976,40.719002,-74.006355,40.735817
2013003557,2013003553,CMT,1,N,1/1/2013 0:12,1/1/2013 0:25,1,769,3.1,-73.95752,40.77948,-73.963898,40.810524
2013003558,2013003554,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,1,1002,3.4,-73.988068,40.731827,-73.966934,40.771488
2013003559,2013003555,CMT,1,N,1/1/2013 0:12,1/1/2013 0:33,1,1225,7.7,-73.990532,40.745274,-73.946007,40.804188
2013003560,2013003556,CMT,1,N,1/1/2013 0:12,1/1/2013 0:43,1,1832,5.6,-73.953629,40.674816,-74.014198,40.650196
2013003561,2013003557,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,2,591,2.4,-73.980537,40.783138,-73.946411,40.777348
2013003562,2013003558,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,2,113,0.7,-73.980156,40.78059,-73.976341,40.788788
2013003563,2013003559,CMT,1,N,1/1/2013 0:12,1/1/2013 0:35,3,1341,4.2,-73.993073,40.741379,-73.9543,40.778564
2013003564,2013003560,CMT,1,N,1/1/2013 0:12,1/1/2013 0:47,1,2114,4.2,-73.984436,40.764462,-73.987076,40.732861
2013003565,2013003561,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,2,825,3.8,-73.940895,40.712635,-74.005615,40.726734
2013003566,2013003562,CMT,1,N,1/1/2013 0:12,1/1/2013 0:15,1,159,0.5,-73.946388,40.776638,-73.948708,40.782238
2013003567,2013003563,CMT,1,N,1/1/2013 0:12,1/1/2013 0:22,1,597,1.3,-74.006454,40.739559,-73.990875,40.745937
2013003568,2013003564,CMT,1,N,1/1/2013 0:12,1/1/2013 0:15,2,175,0.6,-73.954117,40.774738,-73.947807,40.778992
2013003569,2013003565,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,2,433,1,-73.986107,40.763927,-73.981995,40.777672
2013003570,2013003566,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,333,1,-73.982582,40.739548,-73.97673,40.751846
2013003571,2013003567,CMT,1,N,1/1/2013 0:12,1/1/2013 0:38,1,1560,2.8,-73.992065,40.754101,-73.988632,40.729156
2013003572,2013003568,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,1,809,5.2,-73.962143,40.810753,-73.932343,40.857929
2013003573,2013003569,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,237,0.3,-73.978325,40.74165,-73.980614,40.742687
2013002318,2013002315,CMT,1,N,1/1/2013 0:12,1/1/2013 0:32,2,1167,10.9,-73.960907,40.714348,-73.902817,40.816761
2013003574,2013003570,CMT,1,N,1/1/2013 0:12,1/1/2013 0:24,2,718,2.4,-73.990372,40.737286,-74.000137,40.76123
2013003575,2013003571,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,2,275,0.9,-73.998329,40.734634,-73.988136,40.737827
2013003576,2013003572,CMT,1,N,1/1/2013 0:12,1/1/2013 0:35,1,1393,5.1,-73.980522,40.754318,-73.961861,40.71212
2013003577,2013003573,CMT,1,N,1/1/2013 0:12,1/1/2013 0:23,1,639,5.9,-74.00663,40.713829,-73.964348,40.76141
2013003578,2013003574,CMT,1,N,1/1/2013 0:12,1/1/2013 0:13,4,46,0.1,-73.997414,40.760529,-73.999565,40.761402
2013003579,2013003575,CMT,1,N,1/1/2013 0:12,1/1/2013 0:50,1,2251,15.9,-73.983627,40.746532,-73.9981,40.606377
2013003580,2013003576,CMT,1,N,1/1/2013 0:12,1/1/2013 0:16,1,206,1,-73.999763,40.733273,-73.988724,40.740288
2013003581,2013003577,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,1,860,3.9,-73.966309,40.712219,-73.97821,40.679775
2013003582,2013003578,CMT,1,N,1/1/2013 0:12,1/1/2013 0:28,1,927,2.4,-74.002014,40.730152,-73.973022,40.743313
2013000726,2013000723,CMT,1,N,1/1/2013 0:12,1/1/2013 0:25,2,789,3.4,-73.978424,40.728973,-73.95237,40.71463
2013003583,2013003579,CMT,1,N,1/1/2013 0:12,1/1/2013 0:20,1,437,2.1,-73.953621,40.775349,-73.933838,40.796352
2013003584,2013003580,CMT,1,N,1/1/2013 0:12,1/1/2013 0:15,1,160,0.4,-73.979118,40.751156,-73.973541,40.748081
2013003585,2013003581,CMT,1,N,1/1/2013 0:12,1/1/2013 0:29,2,981,3,-73.988411,40.737991,-73.961243,40.770851
2013000728,2013000725,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,2,415,1.4,0,0,0,0
2013003586,2013003582,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,1,397,1.5,-73.955925,40.777214,-73.965614,40.760345
2013003587,2013003583,CMT,1,N,1/1/2013 0:12,1/1/2013 0:24,1,719,2,-73.986183,40.726273,-74.004005,40.738243
2013003588,2013003584,CMT,1,N,1/1/2013 0:12,1/1/2013 0:37,1,1483,11.5,-74.00193,40.735203,-73.914413,40.83831
2013003589,2013003585,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,2,294,0.5,-73.963326,40.757717,-73.968094,40.762466
2013003590,2013003586,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,2,356,1.2,-73.998619,40.739857,-73.981499,40.74131
2013003591,2013003587,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,293,1.3,-73.97184,40.786957,-73.954491,40.775688
2013003592,2013003588,CMT,1,N,1/1/2013 0:12,1/1/2013 0:17,1,284,0.6,-73.988487,40.736507,-73.993523,40.742188
2013003593,2013003589,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,1,116,0.5,-73.952316,40.777126,-73.956619,40.771412
2013001038,2013001035,CMT,1,N,1/1/2013 0:12,1/1/2013 0:32,1,1205,5,-74.004677,40.74218,-73.9543,40.77309
2013001928,2013001925,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,1,107,0.6,-73.966904,40.803593,-73.973396,40.797897
2013003594,2013003590,CMT,1,N,1/1/2013 0:12,1/1/2013 0:19,2,430,1.3,-74.001595,40.741135,-73.981606,40.736874
2013003595,2013003591,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,1,319,1.6,-73.978111,40.763088,-73.956573,40.767101
2013003596,2013003592,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,503,1.7,-73.988335,40.740208,-73.982971,40.722839
2013003597,2013003593,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,2,495,1.6,-73.95517,40.820339,-73.959816,40.801197
2013003598,2013003594,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,4,881,4.5,-73.961082,40.718903,-74.006569,40.735767
2013003599,2013003595,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,3,535,2,-73.98011,40.745773,-74.000137,40.72525
2013003600,2013003596,CMT,1,N,1/1/2013 0:12,1/1/2013 0:32,4,1176,3.4,-73.995361,40.759785,-73.976845,40.751972
2013003601,2013003597,CMT,1,N,1/1/2013 0:12,1/1/2013 0:28,1,917,2.1,-74.000053,40.742695,-73.983688,40.725384
2013003602,2013003598,CMT,1,N,1/1/2013 0:12,1/1/2013 0:40,4,1667,1.9,-73.985413,40.768349,-73.99501,40.752808
2013003603,2013003599,CMT,1,N,1/1/2013 0:12,1/1/2013 0:27,1,858,3,-73.995819,40.762398,-73.996704,40.732025
2013003604,2013003600,CMT,1,Y,1/1/2013 0:12,1/1/2013 0:39,2,1605,3.8,-73.962173,40.719799,-73.936592,40.705517
2013003605,2013003601,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,504,3.6,-73.956696,40.773979,-73.973137,40.738724
2013003606,2013003602,CMT,1,N,1/1/2013 0:12,1/1/2013 0:21,1,519,2.3,-73.9804,40.753872,-73.978508,40.729588
2013003607,2013003603,CMT,1,N,1/1/2013 0:12,1/1/2013 0:26,1,819,2.5,-73.997803,40.756634,-74.000343,40.728783
2013003608,2013003604,CMT,1,N,1/1/2013 0:12,1/1/2013 0:34,3,1282,4.5,-74.002777,40.752033,-73.953827,40.775379
2013003609,2013003605,CMT,1,N,1/1/2013 0:12,1/1/2013 0:14,1,122,0.9,-73.963898,40.773846,-73.954865,40.784222
2013003610,2013003606,CMT,1,N,1/1/2013 0:12,1/1/2013 1:00,1,2863,12.2,-73.977737,40.749641,-73.902908,40.620327
2013003611,2013003607,CMT,1,Y,1/1/2013 0:12,1/1/2013 0:16,1,239,0.8,-73.978027,40.778553,-73.987709,40.779236
2013000204,2013000204,CMT,1,N,1/1/2013 0:12,1/1/2013 0:18,4,316,0.8,-74.001953,40.721569,-73.999229,40.727795
