eventdate,deviceid,driverid,class
2015-03-02T00:00:00,testdevice,5,1
2015-03-02T00:00:00,testdevice,6,9
2015-03-02T00:00:00,testdevice,7,1
2015-03-02T00:00:00,testdevice,8,1
2015-03-02T00:00:00,testdevice,9,9
2015-03-02T00:00:00,testdevice,10,1
2015-03-03T00:00:00,testdevice,1,7
2015-03-03T00:00:00,testdevice,2,2
2015-03-03T00:00:00,testdevice,3,3
2015-03-03T00:00:00,testdevice,4,7
2015-03-03T00:00:00,testdevice,5,1
2015-03-03T00:00:00,testdevice,6,9
2015-03-03T00:00:00,testdevice,7,1
2015-03-03T00:00:00,testdevice,8,1
2015-03-03T00:00:00,testdevice,9,9
2015-03-03T00:00:00,testdevice,10,1
2015-03-04T00:00:00,testdevice,1,7
2015-03-04T00:00:00,testdevice,2,2
2015-03-04T00:00:00,testdevice,3,3
2015-03-04T00:00:00,testdevice,4,7
2015-03-04T00:00:00,testdevice,5,1
2015-03-04T00:00:00,testdevice,6,9
2015-03-04T00:00:00,testdevice,7,1
2015-03-04T00:00:00,testdevice,8,1
2015-03-04T00:00:00,testdevice,9,9
2015-03-04T00:00:00,testdevice,10,1
2015-03-05T00:00:00,testdevice,1,7
2015-03-05T00:00:00,testdevice,2,2
2015-03-05T00:00:00,testdevice,3,3
2015-03-05T00:00:00,testdevice,4,7
2015-03-05T00:00:00,testdevice,5,1
2015-03-05T00:00:00,testdevice,6,9
2015-03-05T00:00:00,testdevice,7,1
2015-03-05T00:00:00,testdevice,8,1
2015-03-05T00:00:00,testdevice,9,9
2015-03-05T00:00:00,testdevice,10,1
2015-03-06T00:00:00,testdevice,1,7
2015-03-06T00:00:00,testdevice,2,2
2015-03-06T00:00:00,testdevice,3,3
2015-03-06T00:00:00,testdevice,4,7
2015-03-06T00:00:00,testdevice,5,1
2015-03-06T00:00:00,testdevice,6,9
2015-03-06T00:00:00,testdevice,7,1
2015-03-06T00:00:00,testdevice,8,1
2015-03-06T00:00:00,testdevice,9,9
2015-03-06T00:00:00,testdevice,10,1
2015-03-07T00:00:00,testdevice,1,7
2015-03-07T00:00:00,testdevice,2,2
2015-03-07T00:00:00,testdevice,3,3
2015-03-07T00:00:00,testdevice,4,7
2015-03-07T00:00:00,testdevice,5,1
2015-03-07T00:00:00,testdevice,6,9
2015-03-07T00:00:00,testdevice,7,1
2015-03-07T00:00:00,testdevice,8,1
2015-03-07T00:00:00,testdevice,9,9
2015-03-07T00:00:00,testdevice,10,1
2015-03-08T00:00:00,testdevice,1,7
2015-03-08T00:00:00,testdevice,2,2
2015-03-08T00:00:00,testdevice,3,3
2015-03-08T00:00:00,testdevice,4,7
2015-03-08T00:00:00,testdevice,5,1
2015-03-08T00:00:00,testdevice,6,9
2015-03-08T00:00:00,testdevice,7,1
2015-03-08T00:00:00,testdevice,8,1
2015-03-08T00:00:00,testdevice,9,9
2015-03-08T00:00:00,testdevice,10,1
2015-03-09T00:00:00,testdevice,1,7
2015-03-09T00:00:00,testdevice,2,2
2015-03-09T00:00:00,testdevice,3,3
2015-03-09T00:00:00,testdevice,4,7
2015-03-09T00:00:00,testdevice,5,1
2015-03-09T00:00:00,testdevice,6,9
2015-03-09T00:00:00,testdevice,7,1
2015-03-09T00:00:00,testdevice,8,1
2015-03-09T00:00:00,testdevice,9,9
2015-03-09T00:00:00,testdevice,10,1
2015-03-10T00:00:00,testdevice,1,7
2015-03-10T00:00:00,testdevice,2,2
2015-03-10T00:00:00,testdevice,3,3
2015-03-10T00:00:00,testdevice,4,7
2015-03-10T00:00:00,testdevice,5,1
2015-03-10T00:00:00,testdevice,6,9
2015-03-10T00:00:00,testdevice,7,1
2015-03-10T00:00:00,testdevice,8,1
2015-03-10T00:00:00,testdevice,9,9
2015-03-10T00:00:00,testdevice,10,1
2015-03-11T00:00:00,testdevice,1,7
2015-03-11T00:00:00,testdevice,2,2
2015-03-11T00:00:00,testdevice,3,3
2015-03-11T00:00:00,testdevice,4,7
2015-03-11T00:00:00,testdevice,5,1
2015-03-11T00:00:00,testdevice,6,9
2015-03-11T00:00:00,testdevice,7,1
2015-03-11T00:00:00,testdevice,8,1
2015-03-11T00:00:00,testdevice,9,9
2015-03-11T00:00:00,testdevice,10,1
2015-03-12T00:00:00,testdevice,1,7
2015-03-12T00:00:00,testdevice,2,2
2015-03-12T00:00:00,testdevice,3,3
2015-03-12T00:00:00,testdevice,4,7
2015-03-12T00:00:00,testdevice,5,1
2015-03-12T00:00:00,testdevice,6,9
2015-03-12T00:00:00,testdevice,7,1
2015-03-12T00:00:00,testdevice,8,1
2015-03-12T00:00:00,testdevice,9,9
2015-03-12T00:00:00,testdevice,10,1
2015-03-13T00:00:00,testdevice,1,7
2015-03-13T00:00:00,testdevice,2,2
2015-03-13T00:00:00,testdevice,3,3
2015-03-13T00:00:00,testdevice,4,7
2015-03-13T00:00:00,testdevice,5,1
2015-03-13T00:00:00,testdevice,6,9
2015-03-13T00:00:00,testdevice,7,1
2015-03-13T00:00:00,testdevice,8,1
2015-03-13T00:00:00,testdevice,9,9
2015-03-13T00:00:00,testdevice,10,1
2015-03-14T00:00:00,testdevice,1,7
2015-03-14T00:00:00,testdevice,2,2
2015-03-14T00:00:00,testdevice,3,3
2015-03-14T00:00:00,testdevice,4,7
2015-03-14T00:00:00,testdevice,5,1
2015-03-14T00:00:00,testdevice,6,9
2015-03-14T00:00:00,testdevice,7,1
2015-03-14T00:00:00,testdevice,8,1
2015-03-14T00:00:00,testdevice,9,9
2015-03-14T00:00:00,testdevice,10,1
2015-03-15T00:00:00,testdevice,1,7
2015-03-15T00:00:00,testdevice,2,2
2015-03-15T00:00:00,testdevice,3,3
2015-03-15T00:00:00,testdevice,4,7
2015-03-15T00:00:00,testdevice,5,1
2015-03-15T00:00:00,testdevice,6,9
2015-03-15T00:00:00,testdevice,7,1
2015-03-15T00:00:00,testdevice,8,1
2015-03-15T00:00:00,testdevice,9,9
2015-03-15T00:00:00,testdevice,10,1
2015-03-16T00:00:00,testdevice,1,7
2015-03-16T00:00:00,testdevice,2,2
2015-03-16T00:00:00,testdevice,3,3
2015-03-16T00:00:00,testdevice,4,7
2015-03-16T00:00:00,testdevice,5,1
2015-03-16T00:00:00,testdevice,6,9
2015-03-16T00:00:00,testdevice,7,1
2015-03-16T00:00:00,testdevice,8,1
2015-03-16T00:00:00,testdevice,9,9
2015-03-16T00:00:00,testdevice,10,1
2015-03-17T00:00:00,testdevice,1,7
2015-03-17T00:00:00,testdevice,2,2
2015-03-17T00:00:00,testdevice,3,3
2015-03-17T00:00:00,testdevice,4,7
2015-03-17T00:00:00,testdevice,5,1
2015-03-17T00:00:00,testdevice,6,9
2015-03-17T00:00:00,testdevice,7,1
2015-03-17T00:00:00,testdevice,8,1
2015-03-17T00:00:00,testdevice,9,9
2015-03-17T00:00:00,testdevice,10,1
2015-03-18T00:00:00,testdevice,1,7
2015-03-18T00:00:00,testdevice,2,2
2015-03-18T00:00:00,testdevice,3,3
2015-03-18T00:00:00,testdevice,4,7
2015-03-18T00:00:00,testdevice,5,1
2015-03-18T00:00:00,testdevice,6,9
2015-03-18T00:00:00,testdevice,7,1
2015-03-18T00:00:00,testdevice,8,1
2015-03-18T00:00:00,testdevice,9,9
2015-03-18T00:00:00,testdevice,10,1
2015-03-19T00:00:00,testdevice,1,7
2015-03-19T00:00:00,testdevice,2,2
2015-03-19T00:00:00,testdevice,3,3
2015-03-19T00:00:00,testdevice,4,7
2015-03-19T00:00:00,testdevice,5,1
2015-03-19T00:00:00,testdevice,6,9
2015-03-19T00:00:00,testdevice,7,1
2015-03-19T00:00:00,testdevice,8,1
2015-03-19T00:00:00,testdevice,9,9
2015-03-19T00:00:00,testdevice,10,1
2015-03-20T00:00:00,testdevice,1,7
2015-03-20T00:00:00,testdevice,2,2
2015-03-20T00:00:00,testdevice,3,3
2015-03-20T00:00:00,testdevice,4,7
2015-03-20T00:00:00,testdevice,5,1
2015-03-20T00:00:00,testdevice,6,9
2015-03-20T00:00:00,testdevice,7,1
2015-03-20T00:00:00,testdevice,8,1
2015-03-20T00:00:00,testdevice,9,9
2015-03-20T00:00:00,testdevice,10,1
2015-03-21T00:00:00,testdevice,1,7
2015-03-21T00:00:00,testdevice,2,2
2015-03-21T00:00:00,testdevice,3,3
2015-03-21T00:00:00,testdevice,4,7
2015-03-21T00:00:00,testdevice,5,1
2015-03-21T00:00:00,testdevice,6,9
2015-03-21T00:00:00,testdevice,7,1
2015-03-21T00:00:00,testdevice,8,1
2015-03-21T00:00:00,testdevice,9,9
2015-03-21T00:00:00,testdevice,10,1
2015-03-22T00:00:00,testdevice,1,7
2015-03-22T00:00:00,testdevice,2,2
2015-03-22T00:00:00,testdevice,3,3
2015-03-22T00:00:00,testdevice,4,7
2015-03-22T00:00:00,testdevice,5,1
2015-03-22T00:00:00,testdevice,6,9
2015-03-22T00:00:00,testdevice,7,1
2015-03-22T00:00:00,testdevice,8,1
2015-03-22T00:00:00,testdevice,9,9
2015-03-22T00:00:00,testdevice,10,1
2015-03-23T00:00:00,testdevice,1,7
2015-03-23T00:00:00,testdevice,2,2
2015-03-23T00:00:00,testdevice,3,3
2015-03-23T00:00:00,testdevice,4,7
2015-03-23T00:00:00,testdevice,5,1
2015-03-23T00:00:00,testdevice,6,9
2015-03-23T00:00:00,testdevice,7,1
2015-03-23T00:00:00,testdevice,8,1
2015-03-23T00:00:00,testdevice,9,9
2015-03-23T00:00:00,testdevice,10,1
2015-03-24T00:00:00,testdevice,1,7
2015-03-24T00:00:00,testdevice,2,2
2015-03-24T00:00:00,testdevice,3,3
2015-03-24T00:00:00,testdevice,4,7
2015-03-24T00:00:00,testdevice,5,1
2015-03-24T00:00:00,testdevice,6,9
2015-03-24T00:00:00,testdevice,7,1
2015-03-24T00:00:00,testdevice,8,1
2015-03-24T00:00:00,testdevice,9,9
2015-03-24T00:00:00,testdevice,10,1
2015-03-25T00:00:00,testdevice,1,7
2015-03-25T00:00:00,testdevice,2,2
2015-03-25T00:00:00,testdevice,3,3
2015-03-25T00:00:00,testdevice,4,7
2015-03-25T00:00:00,testdevice,5,1
2015-03-25T00:00:00,testdevice,6,9
2015-03-25T00:00:00,testdevice,7,1
2015-03-25T00:00:00,testdevice,8,1
2015-03-25T00:00:00,testdevice,9,9
2015-03-25T00:00:00,testdevice,10,1
2015-03-26T00:00:00,testdevice,1,7
2015-03-26T00:00:00,testdevice,2,2
2015-03-26T00:00:00,testdevice,3,3
2015-03-26T00:00:00,testdevice,4,7
2015-03-26T00:00:00,testdevice,5,1
2015-03-26T00:00:00,testdevice,6,9
2015-03-26T00:00:00,testdevice,7,1
2015-03-26T00:00:00,testdevice,8,1
2015-03-26T00:00:00,testdevice,9,9
2015-03-26T00:00:00,testdevice,10,1
2015-03-27T00:00:00,testdevice,1,7
2015-03-27T00:00:00,testdevice,2,2
2015-03-27T00:00:00,testdevice,3,3
2015-03-27T00:00:00,testdevice,4,7
2015-03-27T00:00:00,testdevice,5,1
2015-03-27T00:00:00,testdevice,6,9
2015-03-27T00:00:00,testdevice,7,1
2015-03-27T00:00:00,testdevice,8,1
2015-03-27T00:00:00,testdevice,9,9
2015-03-27T00:00:00,testdevice,10,1
2015-03-28T00:00:00,testdevice,1,7
2015-03-28T00:00:00,testdevice,2,2
2015-03-28T00:00:00,testdevice,3,3
2015-03-28T00:00:00,testdevice,4,7
2015-03-28T00:00:00,testdevice,5,1
2015-03-28T00:00:00,testdevice,6,9
2015-03-28T00:00:00,testdevice,7,1
2015-03-28T00:00:00,testdevice,8,1
2015-03-28T00:00:00,testdevice,9,9
2015-03-28T00:00:00,testdevice,10,1
2015-03-29T00:00:00,testdevice,1,7
2015-03-29T00:00:00,testdevice,2,2
2015-03-29T00:00:00,testdevice,3,3
2015-03-29T00:00:00,testdevice,4,7
2015-03-29T00:00:00,testdevice,5,1
2015-03-29T00:00:00,testdevice,6,9
2015-03-29T00:00:00,testdevice,7,1
2015-03-29T00:00:00,testdevice,8,1
2015-03-29T00:00:00,testdevice,9,9
2015-03-29T00:00:00,testdevice,10,1
2015-03-30T00:00:00,testdevice,1,7
2015-03-30T00:00:00,testdevice,2,2
2015-03-30T00:00:00,testdevice,3,3
2015-03-30T00:00:00,testdevice,4,7
2015-03-30T00:00:00,testdevice,5,1
2015-03-30T00:00:00,testdevice,6,9
2015-03-30T00:00:00,testdevice,7,1
2015-03-30T00:00:00,testdevice,8,1
2015-03-30T00:00:00,testdevice,9,9
2015-03-30T00:00:00,testdevice,10,1
2015-03-31T00:00:00,testdevice,1,7
2015-03-31T00:00:00,testdevice,2,2
2015-03-31T00:00:00,testdevice,3,3
2015-03-31T00:00:00,testdevice,4,7
2015-03-31T00:00:00,testdevice,5,1
2015-03-31T00:00:00,testdevice,6,9
2015-03-31T00:00:00,testdevice,7,1
2015-03-31T00:00:00,testdevice,8,1
2015-03-31T00:00:00,testdevice,9,9
2015-03-31T00:00:00,testdevice,10,1
2015-04-01T00:00:00,testdevice,1,7
2015-04-01T00:00:00,testdevice,2,2
2015-04-01T00:00:00,testdevice,3,3
2015-04-01T00:00:00,testdevice,4,7
2015-04-01T00:00:00,testdevice,5,1
2015-04-01T00:00:00,testdevice,6,9
2015-04-01T00:00:00,testdevice,7,1
2015-04-01T00:00:00,testdevice,8,1
2015-04-01T00:00:00,testdevice,9,9
2015-04-01T00:00:00,testdevice,10,1
2015-04-02T00:00:00,testdevice,1,7
2015-04-02T00:00:00,testdevice,2,2
2015-04-02T00:00:00,testdevice,3,3
2015-04-02T00:00:00,testdevice,4,7
2015-04-02T00:00:00,testdevice,5,1
2015-04-02T00:00:00,testdevice,6,9
2015-04-02T00:00:00,testdevice,7,1
2015-04-02T00:00:00,testdevice,8,1
2015-04-02T00:00:00,testdevice,9,9
2015-04-02T00:00:00,testdevice,10,1
2015-04-03T00:00:00,testdevice,1,7
2015-04-03T00:00:00,testdevice,2,2
2015-04-03T00:00:00,testdevice,3,3
2015-04-03T00:00:00,testdevice,4,7
2015-04-03T00:00:00,testdevice,5,1
2015-04-03T00:00:00,testdevice,6,9
2015-04-03T00:00:00,testdevice,7,1
2015-04-03T00:00:00,testdevice,8,1
2015-04-03T00:00:00,testdevice,9,9
2015-04-03T00:00:00,testdevice,10,1
2015-04-04T00:00:00,testdevice,1,7
2015-04-04T00:00:00,testdevice,2,2
2015-04-04T00:00:00,testdevice,3,3
2015-04-04T00:00:00,testdevice,4,7
2015-04-04T00:00:00,testdevice,5,1
2015-04-04T00:00:00,testdevice,6,9
2015-04-04T00:00:00,testdevice,7,1
2015-04-04T00:00:00,testdevice,8,1
2015-04-04T00:00:00,testdevice,9,9
2015-04-04T00:00:00,testdevice,10,1
2015-04-05T00:00:00,testdevice,1,7
2015-04-05T00:00:00,testdevice,2,2
2015-04-05T00:00:00,testdevice,3,3
2015-04-05T00:00:00,testdevice,4,7
2015-04-05T00:00:00,testdevice,5,1
2015-04-05T00:00:00,testdevice,6,9
2015-04-05T00:00:00,testdevice,7,1
2015-04-05T00:00:00,testdevice,8,1
2015-04-05T00:00:00,testdevice,9,9
2015-04-05T00:00:00,testdevice,10,1
2015-04-06T00:00:00,testdevice,1,7
2015-04-06T00:00:00,testdevice,2,2
2015-04-06T00:00:00,testdevice,3,3
2015-04-06T00:00:00,testdevice,4,7
2015-04-06T00:00:00,testdevice,5,1
2015-04-06T00:00:00,testdevice,6,9
2015-04-06T00:00:00,testdevice,7,1
2015-04-06T00:00:00,testdevice,8,1
2015-04-06T00:00:00,testdevice,9,9
2015-04-06T00:00:00,testdevice,10,1
2015-04-07T00:00:00,testdevice,1,7
2015-04-07T00:00:00,testdevice,2,2
2015-04-07T00:00:00,testdevice,3,3
2015-04-07T00:00:00,testdevice,4,7
2015-04-07T00:00:00,testdevice,5,1
2015-04-07T00:00:00,testdevice,6,9
2015-04-07T00:00:00,testdevice,7,1
2015-04-07T00:00:00,testdevice,8,1
2015-04-07T00:00:00,testdevice,9,9
2015-04-07T00:00:00,testdevice,10,1
2015-04-08T00:00:00,testdevice,1,7
2015-04-08T00:00:00,testdevice,2,2
2015-04-08T00:00:00,testdevice,3,3
2015-04-08T00:00:00,testdevice,4,7
2015-04-08T00:00:00,testdevice,5,1
2015-04-08T00:00:00,testdevice,6,9
2015-04-08T00:00:00,testdevice,7,1
2015-04-08T00:00:00,testdevice,8,1
2015-04-08T00:00:00,testdevice,9,9
2015-04-08T00:00:00,testdevice,10,1
2015-04-09T00:00:00,testdevice,1,7
2015-04-09T00:00:00,testdevice,2,2
2015-04-09T00:00:00,testdevice,3,3
2015-04-09T00:00:00,testdevice,4,7
2015-04-09T00:00:00,testdevice,5,1
2015-04-09T00:00:00,testdevice,6,9
2015-04-09T00:00:00,testdevice,7,1
2015-04-09T00:00:00,testdevice,8,1
2015-04-09T00:00:00,testdevice,9,9
2015-04-09T00:00:00,testdevice,10,1
2015-04-10T00:00:00,testdevice,1,7
2015-04-10T00:00:00,testdevice,2,2
2015-04-10T00:00:00,testdevice,3,3
2015-04-10T00:00:00,testdevice,4,7
2015-04-10T00:00:00,testdevice,5,1
2015-04-10T00:00:00,testdevice,6,9
2015-04-10T00:00:00,testdevice,7,1
2015-04-10T00:00:00,testdevice,8,1
2015-04-10T00:00:00,testdevice,9,9
2015-04-10T00:00:00,testdevice,10,1
2015-04-11T00:00:00,testdevice,1,7
2015-04-11T00:00:00,testdevice,2,2
2015-04-11T00:00:00,testdevice,3,3
2015-04-11T00:00:00,testdevice,4,7
2015-04-11T00:00:00,testdevice,5,1
2015-04-11T00:00:00,testdevice,6,9
2015-04-11T00:00:00,testdevice,7,1
2015-04-11T00:00:00,testdevice,8,1
2015-04-11T00:00:00,testdevice,9,9
2015-04-11T00:00:00,testdevice,10,1
2015-04-12T00:00:00,testdevice,1,7
2015-04-12T00:00:00,testdevice,2,2
2015-04-12T00:00:00,testdevice,3,3
2015-04-12T00:00:00,testdevice,4,7
2015-04-12T00:00:00,testdevice,5,1
2015-04-12T00:00:00,testdevice,6,9
2015-04-12T00:00:00,testdevice,7,1
2015-04-12T00:00:00,testdevice,8,1
2015-04-12T00:00:00,testdevice,9,9
2015-04-12T00:00:00,testdevice,10,1
2015-04-13T00:00:00,testdevice,1,7
2015-04-13T00:00:00,testdevice,2,2
2015-04-13T00:00:00,testdevice,3,3
2015-04-13T00:00:00,testdevice,4,7
2015-04-13T00:00:00,testdevice,5,1
2015-04-13T00:00:00,testdevice,6,9
2015-04-13T00:00:00,testdevice,7,1
2015-04-13T00:00:00,testdevice,8,1
2015-04-13T00:00:00,testdevice,9,9
2015-04-13T00:00:00,testdevice,10,1
2015-04-14T00:00:00,testdevice,1,7
2015-04-14T00:00:00,testdevice,2,2
2015-04-14T00:00:00,testdevice,3,3
2015-04-14T00:00:00,testdevice,4,7
2015-04-14T00:00:00,testdevice,5,1
2015-04-14T00:00:00,testdevice,6,9
2015-04-14T00:00:00,testdevice,7,1
2015-04-14T00:00:00,testdevice,8,1
2015-04-14T00:00:00,testdevice,9,9
2015-04-14T00:00:00,testdevice,10,1
2015-04-15T00:00:00,testdevice,1,7
2015-04-15T00:00:00,testdevice,2,2
2015-04-15T00:00:00,testdevice,3,3
2015-04-15T00:00:00,testdevice,4,7
2015-04-15T00:00:00,testdevice,5,1
2015-04-15T00:00:00,testdevice,6,9
2015-04-15T00:00:00,testdevice,7,1
2015-04-15T00:00:00,testdevice,8,1
2015-04-15T00:00:00,testdevice,9,9
2015-04-15T00:00:00,testdevice,10,1
2015-04-16T00:00:00,testdevice,1,7
2015-04-16T00:00:00,testdevice,2,2
2015-04-16T00:00:00,testdevice,3,3
2015-04-16T00:00:00,testdevice,4,7
2015-04-16T00:00:00,testdevice,5,1
2015-04-16T00:00:00,testdevice,6,9
2015-04-16T00:00:00,testdevice,7,1
2015-04-16T00:00:00,testdevice,8,1
2015-04-16T00:00:00,testdevice,9,9
2015-04-16T00:00:00,testdevice,10,1
2015-04-17T00:00:00,testdevice,1,7
2015-04-17T00:00:00,testdevice,2,2
2015-04-17T00:00:00,testdevice,3,3
2015-04-17T00:00:00,testdevice,4,7
2015-04-17T00:00:00,testdevice,5,1
2015-04-17T00:00:00,testdevice,6,9
2015-04-17T00:00:00,testdevice,7,1
2015-04-17T00:00:00,testdevice,8,1
2015-04-17T00:00:00,testdevice,9,9
2015-04-17T00:00:00,testdevice,10,1
2015-04-18T00:00:00,testdevice,1,7
2015-04-18T00:00:00,testdevice,2,2
2015-04-18T00:00:00,testdevice,3,3
2015-04-18T00:00:00,testdevice,4,7
2015-04-18T00:00:00,testdevice,5,1
2015-04-18T00:00:00,testdevice,6,9
2015-04-18T00:00:00,testdevice,7,1
2015-04-18T00:00:00,testdevice,8,1
2015-04-18T00:00:00,testdevice,9,9
2015-04-18T00:00:00,testdevice,10,1
2015-04-19T00:00:00,testdevice,1,7
2015-04-19T00:00:00,testdevice,2,2
2015-04-19T00:00:00,testdevice,3,3
2015-04-19T00:00:00,testdevice,4,7
2015-04-19T00:00:00,testdevice,5,1
2015-04-19T00:00:00,testdevice,6,9
2015-04-19T00:00:00,testdevice,7,1
2015-04-19T00:00:00,testdevice,8,1
2015-04-19T00:00:00,testdevice,9,9
2015-04-19T00:00:00,testdevice,10,1
2015-04-20T00:00:00,testdevice,1,7
2015-04-20T00:00:00,testdevice,2,2
2015-04-20T00:00:00,testdevice,3,3
2015-04-20T00:00:00,testdevice,4,7
2015-04-20T00:00:00,testdevice,5,1
2015-04-20T00:00:00,testdevice,6,9
2015-04-20T00:00:00,testdevice,7,1
2015-04-20T00:00:00,testdevice,8,1
2015-04-20T00:00:00,testdevice,9,9
2015-04-20T00:00:00,testdevice,10,1
2015-04-21T00:00:00,testdevice,1,7
2015-04-21T00:00:00,testdevice,2,2
2015-04-21T00:00:00,testdevice,3,3
2015-04-21T00:00:00,testdevice,4,7
2015-04-21T00:00:00,testdevice,5,1
2015-04-21T00:00:00,testdevice,6,9
2015-04-21T00:00:00,testdevice,7,1
2015-04-21T00:00:00,testdevice,8,1
2015-04-21T00:00:00,testdevice,9,9
2015-04-21T00:00:00,testdevice,10,1
2015-04-22T00:00:00,testdevice,1,7
2015-04-22T00:00:00,testdevice,2,2
2015-04-22T00:00:00,testdevice,3,3
2015-04-22T00:00:00,testdevice,4,7
2015-04-22T00:00:00,testdevice,5,1
2015-04-22T00:00:00,testdevice,6,9
2015-04-22T00:00:00,testdevice,7,1
2015-04-22T00:00:00,testdevice,8,1
2015-04-22T00:00:00,testdevice,9,9
2015-04-22T00:00:00,testdevice,10,1
2015-04-23T00:00:00,testdevice,1,7
2015-04-23T00:00:00,testdevice,2,2
2015-04-23T00:00:00,testdevice,3,3
2015-04-23T00:00:00,testdevice,4,7
2015-04-23T00:00:00,testdevice,5,1
2015-04-23T00:00:00,testdevice,6,9
2015-04-23T00:00:00,testdevice,7,1
2015-04-23T00:00:00,testdevice,8,1
2015-04-23T00:00:00,testdevice,9,9
2015-04-23T00:00:00,testdevice,10,1
2015-04-24T00:00:00,testdevice,1,7
2015-04-24T00:00:00,testdevice,2,2
2015-04-24T00:00:00,testdevice,3,3
2015-04-24T00:00:00,testdevice,4,7
2015-04-24T00:00:00,testdevice,5,1
2015-04-24T00:00:00,testdevice,6,9
2015-04-24T00:00:00,testdevice,7,1
2015-04-24T00:00:00,testdevice,8,1
2015-04-24T00:00:00,testdevice,9,9
2015-04-24T00:00:00,testdevice,10,1
2015-04-25T00:00:00,testdevice,1,7
2015-04-25T00:00:00,testdevice,2,2
2015-04-25T00:00:00,testdevice,3,3
2015-04-25T00:00:00,testdevice,4,7
2015-04-25T00:00:00,testdevice,5,1
2015-04-25T00:00:00,testdevice,6,9
2015-04-25T00:00:00,testdevice,7,1
2015-04-25T00:00:00,testdevice,8,1
2015-04-25T00:00:00,testdevice,9,9
2015-04-25T00:00:00,testdevice,10,1
2015-04-26T00:00:00,testdevice,1,7
2015-04-26T00:00:00,testdevice,2,2
2015-04-26T00:00:00,testdevice,3,3
2015-04-26T00:00:00,testdevice,4,7
2015-04-26T00:00:00,testdevice,5,1
2015-04-26T00:00:00,testdevice,6,9
2015-04-26T00:00:00,testdevice,7,1
2015-04-26T00:00:00,testdevice,8,1
2015-04-26T00:00:00,testdevice,9,9
2015-04-26T00:00:00,testdevice,10,1
2015-04-27T00:00:00,testdevice,1,7
2015-04-27T00:00:00,testdevice,2,2
2015-04-27T00:00:00,testdevice,3,3
2015-04-27T00:00:00,testdevice,4,7
2015-04-27T00:00:00,testdevice,5,1
2015-04-27T00:00:00,testdevice,6,9
2015-04-27T00:00:00,testdevice,7,1
2015-04-27T00:00:00,testdevice,8,1
2015-04-27T00:00:00,testdevice,9,9
2015-04-27T00:00:00,testdevice,10,1
2015-04-28T00:00:00,testdevice,1,7
2015-04-28T00:00:00,testdevice,2,2
2015-04-28T00:00:00,testdevice,3,3
2015-04-28T00:00:00,testdevice,4,7
2015-04-28T00:00:00,testdevice,5,1
2015-04-28T00:00:00,testdevice,6,9
2015-04-28T00:00:00,testdevice,7,1
2015-04-28T00:00:00,testdevice,8,1
2015-04-28T00:00:00,testdevice,9,9
2015-04-28T00:00:00,testdevice,10,1
2015-04-29T00:00:00,testdevice,1,7
2015-04-29T00:00:00,testdevice,2,2
2015-04-29T00:00:00,testdevice,3,3
2015-04-29T00:00:00,testdevice,4,7
2015-04-29T00:00:00,testdevice,5,1
2015-04-29T00:00:00,testdevice,6,9
2015-04-29T00:00:00,testdevice,7,1
2015-04-29T00:00:00,testdevice,8,1
2015-04-29T00:00:00,testdevice,9,9
2015-04-29T00:00:00,testdevice,10,1
2015-04-30T00:00:00,testdevice,1,7
2015-04-30T00:00:00,testdevice,2,2
2015-04-30T00:00:00,testdevice,3,3
2015-04-30T00:00:00,testdevice,4,7
2015-04-30T00:00:00,testdevice,5,1
2015-04-30T00:00:00,testdevice,6,9
2015-04-30T00:00:00,testdevice,7,1
2015-04-30T00:00:00,testdevice,8,1
2015-04-30T00:00:00,testdevice,9,9
2015-04-30T00:00:00,testdevice,10,1
2015-04-31T00:00:00,testdevice,1,7
2015-04-31T00:00:00,testdevice,2,2
2015-04-31T00:00:00,testdevice,3,3
2015-04-31T00:00:00,testdevice,4,7
2015-04-31T00:00:00,testdevice,5,1
2015-04-31T00:00:00,testdevice,6,9
2015-04-31T00:00:00,testdevice,7,1
2015-04-31T00:00:00,testdevice,8,1
2015-04-31T00:00:00,testdevice,9,9
2015-04-31T00:00:00,testdevice,10,1
2015-05-01T00:00:00,testdevice,1,7
2015-05-01T00:00:00,testdevice,2,2
2015-05-01T00:00:00,testdevice,3,3
2015-05-01T00:00:00,testdevice,4,7
2015-05-01T00:00:00,testdevice,5,1
2015-05-01T00:00:00,testdevice,6,9
2015-05-01T00:00:00,testdevice,7,1
2015-05-01T00:00:00,testdevice,8,1
2015-05-01T00:00:00,testdevice,9,9
2015-05-01T00:00:00,testdevice,10,1
2015-05-02T00:00:00,testdevice,1,7
2015-05-02T00:00:00,testdevice,2,2
2015-05-02T00:00:00,testdevice,3,3
2015-05-02T00:00:00,testdevice,4,7
2015-05-02T00:00:00,testdevice,5,1
2015-05-02T00:00:00,testdevice,6,9
2015-05-02T00:00:00,testdevice,7,1
2015-05-02T00:00:00,testdevice,8,1
2015-05-02T00:00:00,testdevice,9,9
2015-05-02T00:00:00,testdevice,10,1
2015-05-03T00:00:00,testdevice,1,7
2015-05-03T00:00:00,testdevice,2,2
2015-05-03T00:00:00,testdevice,3,3
2015-05-03T00:00:00,testdevice,4,7
2015-05-03T00:00:00,testdevice,5,1
2015-05-03T00:00:00,testdevice,6,9
2015-05-03T00:00:00,testdevice,7,1
2015-05-03T00:00:00,testdevice,8,1
2015-05-03T00:00:00,testdevice,9,9
